Index,Tweets
1496,"@JohnPeckham14 Nothing to see here !

How is #brexit improving this situation, if indeed it's not caused by #brexit..."
1497,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1498,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1499,"RT @SueScarrott: #Brexit RED TAPE: ""UK facing ‘looming food crisis’ in months ahead"" #SaveBritishFood https://t.co/2PZGqMdzZ7"
1500,Pictures of empty supermarket shelves have been flooding social media as warnings of a #Brexit food crisis are soun… https://t.co/eXOcvjBICh
1501,"RT @DJmissGripper: #Brexit 😂😂
Clearly we did vote for this https://t.co/Se89sZYDaR"
1502,"Stunningly excellent thread.

#NIProtocol #Brexit https://t.co/GFAUqBNnFA"
1503,"RT @Gordonross45: The British public were lied to by Tory extremists prior to the #Brexit referendum, that’s not democracy. https://t.co/s1…"
1504,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1505,"RT @LucindaRhysEvan: ""By fraudulently linking #Russia to #Brexit &amp; election of #Trump, UK Intel's #IntegrityInitiative misrepresented #Puti…"
1506,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1507,RT @DeepSteveo: #Brexit is such a failure. Here’s another example of where culturally progressive Europeans move forward and Britain is lef…
1508,RT @DJmissGripper: #Brexit 😂😂 https://t.co/b247lA36GJ
1509,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1510,"Yesterday's #docoftheday from @DIFP_RIA from 100 years ago shows the border, fiscal policy, customs and even milk m… https://t.co/pud0OjqBme"
1511,@WoodlouseHouse @karlanderson111 The ECHR is not an EU institution. Small wonder you support #Brexit.
1512,"RT @MarkTodd_pol: Benefits of Tory Hard #Brexit so far:
1) 4% loss in GDP worth £130billion a year
2) £50 billion a year loss in tax revenu…"
1513,@Daily_Express #Brexit in Duesseldorf #Karneval today. https://t.co/YdNl9bQZdy
1514,RT @NIAEUMatters: This week's Brexit &amp; Beyond is on its way to our subscribers with news on PM's meetings with the local parties; UK-EU tal…
1515,"RT @paganbotanist: Also empty fruit &amp; veg shelves in Morrisons, Totnes today. That #Brexit feeling?"
1516,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1517,"RT @MarkTodd_pol: Andrew Marr on @lbc ‘everybody is seeing empty shelves and green cardboard across the fruit and veg aisles.’

#Brexit #Br…"
1518,RT @MrJohnNicolson: Challenged by @StephenFlynnSNP the Tory MP on #bbclaurak struggles to name a single benefit of #Brexit All she can offe…
1519,RT @ChillaxBcn: Oh dear German carnival #Brexit
1520,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1521,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1522,@BestForBritain #Brexit in Duesseldorf #Karneval today. https://t.co/f21nfMbaDj
1523,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
1524,"RT @LizWebsterLD: An honest #Brexit Britain assessment from CNN! 

Fareed Zakaria gives us the truth on the fallout from Brexit and urges t…"
1525,"@BestForBritain It remains to be seen, how much more avoidable economic ruin and social disruption will have to occ… https://t.co/yotNOzuosL"
1526,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1527,RT @gmbutts: Some things are beyond parody. #Brexit https://t.co/uoUEcQTLjM
1528,"RT @MarkTodd_pol: Andrew Marr on @lbc ‘everybody is seeing empty shelves and green cardboard across the fruit and veg aisles.’

#Brexit #Br…"
1529,"RT @jakkibak: Hurra #Brexit
What was that about 'less red tape'?

#BrexitReality #BrexitBritain"
1530,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1531,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1532,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1533,#Brexit https://t.co/2lwwIJrtPi
1534,"RT @gildedcage66: What do you believe was the MAIN REASON some people (or yourself) voted for #Brexit?

Please retweet and comment others (…"
1535,"RT @LizWebsterLD: Things are about to get a lot worse for food supply in Britain. 

It’s tomatoes and cucumbers now. Potatoes likely will b…"
1536,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1537,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1538,One of the principal reasons for leaving the failed EU was to reduce the number of EU citizens in Britain. The libe… https://t.co/Cn1kBNi2FS
1539,"RT @WendtheWalker: @guyverhofstadt Oh do fcuk off you complete &amp; 🛎️🔚 joke of an unelected so called politician!
Get back to your corrupt gr…"
1540,"RT @MarkTodd_pol: Benefits of Tory Hard #Brexit so far:
1) 4% loss in GDP worth £130billion a year
2) £50 billion a year loss in tax revenu…"
1541,"RT @MarkTodd_pol: Andrew Marr on @lbc ‘everybody is seeing empty shelves and green cardboard across the fruit and veg aisles.’

#Brexit #Br…"
1542,"UK supermarkets face tomato shortages - BBC News

How long before we see usual brigade blame #Brexit ?

⁦… https://t.co/oz24DgQfuy"
1543,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1544,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1545,"@PhilipOConnor5 The problems apparently originate in #Morocco, which last time I looked was not in the #EU, so not… https://t.co/c4WGq6DT3S"
1546,"RT @MarkTodd_pol: Benefits of Tory Hard #Brexit so far:
1) 4% loss in GDP worth £130billion a year
2) £50 billion a year loss in tax revenu…"
1547,"RT @LadyM40380221: @trickytaylors @Mark_J_Harper It's the #Lisbon &amp; #Maastricht sell out again
John Major &amp; his @Conservatives sold us down…"
1548,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1549,"RT @Jon_Danzig: 𝗪𝗘 𝗪𝗔𝗡𝗧 𝗢𝗨𝗥 𝗖𝗢𝗡𝗧𝗜𝗡𝗘𝗡𝗧 𝗕𝗔𝗖𝗞 - 𝟮-𝗺𝗶𝗻 𝘃𝗶𝗱𝗲𝗼

If the electorate agrees, we can undo #Brexit and get back together with our alli…"
1550,RT @VerityKalcev: What are the chances of former #Brexit Opportunities Minister @Jacob_Rees_Mogg taking any responsibility for this? #bbcpm…
1551,"RT @OneMoreGoodMan: #Brexit has betrayed millions of ordinary people in the UK, economically, socially and in many other ways. Persuade me…"
1552,"RT @MarkTodd_pol: Andrew Marr on @lbc ‘everybody is seeing empty shelves and green cardboard across the fruit and veg aisles.’

#Brexit #Br…"
1553,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1554,"RT @LizWebsterLD: An honest #Brexit Britain assessment from CNN! 

Fareed Zakaria gives us the truth on the fallout from Brexit and urges t…"
1555,"RT @Facts4euOrg: A good example of how BBC’s pro-EU, globalist Rejoiner ‘journalism’ is now beyond a joke – a Facts4EU demolition of a BBC…"
1556,RT @mrfto73: What happened to #tomatoes in this country #RishiSunak #Conservatives? #brexit is doing well…not https://t.co/MYaueQZFAA
1557,"RT @julianHjessop: FYI, two reasons for the current shortage of some out-of-season fruit &amp; veg:

1. bad weather in southern Europe and Nort…"
1558,"RT @MarkTodd_pol: Andrew Marr on @lbc ‘everybody is seeing empty shelves and green cardboard across the fruit and veg aisles.’

#Brexit #Br…"
1559,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1560,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1561,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1562,"RT @julianHjessop: FYI, two reasons for the current shortage of some out-of-season fruit &amp; veg:

1. bad weather in southern Europe and Nort…"
1563,@MikeRobbins19 @trussliz Not understanding that this statement reeks of unbelievably obtuse ineptitude makes one fe… https://t.co/DGtbLi1PfK
1564,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1565,"RT @MarkTodd_pol: Benefits of Tory Hard #Brexit so far:
1) 4% loss in GDP worth £130billion a year
2) £50 billion a year loss in tax revenu…"
1566,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1567,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1568,"RT @gildedcage66: What do you believe was the MAIN REASON some people (or yourself) voted for #Brexit?

Please retweet and comment others (…"
1569,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1570,"@FXStreetNews Since Brexit it self is ""priced in"" give consideration to
Economic data releases, Central bank policy… https://t.co/XW1ZtR7VKW"
1571,#Brexit https://t.co/wYEXBkviSd
1572,"RT @julianHjessop: FYI, two reasons for the current shortage of some out-of-season fruit &amp; veg:

1. bad weather in southern Europe and Nort…"
1573,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1574,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1575,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1576,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1577,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1578,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1579,"@PhilipOConnor5 There's a global shortage of tomatoes caused by covid and the 'Ukraine' war (🤬), by higher energy p… https://t.co/FqikXCHit0"
1580,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1581,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1582,RT @VerityKalcev: What are the chances of former #Brexit Opportunities Minister @Jacob_Rees_Mogg taking any responsibility for this? #bbcpm…
1583,"RT @OrdinaryWalks: Is ""poor weather"" another name for #Brexit? @BBCNews must think we are all thick.  https://t.co/cgAI9XTUgB"
1584,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1585,"RT @CatioMiles: BBC doesn’t mention #Brexit at all! 

https://t.co/UoCx477weN"
1586,"RT @CatioMiles: BBC doesn’t mention #Brexit at all! 

https://t.co/UoCx477weN"
1587,"RT @CibukOrg: “The EU’s Protocol was designed to thwart #Brexit and split the United Kingdom” – by By Jim Allister, KC MLA
https://t.co/XIA…"
1588,"RT @JulieBishenden: ""The ECJ is no ordinary court: it is political, and determined to crush Brexit and empower Brussels"" 👇👇

#Brexit #wedne…"
1589,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1590,"RT @geoffh33: On the left #BrexitBritain 

On the right EU

Tell me again about ‘droughts’ in Europe affecting supplies to Britain.

#Boris…"
1591,RT @simoncosgrove: An oven-ready clusterfuck. #Brexit
1592,#Brexit https://t.co/Km9Jf63aEP
1593,"@AllTheDisasters @MaureenBrown27 No, it’s not the fault of #brexit because I remember that all the voters that chos… https://t.co/91ozbHWbdu"
1594,"RT @jdpoc: EU nations working seamlessly together for Energy Supply &amp; Pricing Security.

One reason why Energy prices are consistently, alm…"
1595,"Thread #brexit #eu #protocol

Johnson and the ERG are wankers and liars https://t.co/AQ2bEPvmkN"
1596,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1597,"RT @AKondakor: @NileGardiner @BorisJohnson Parody account?
#BorisJohnson + #Brexit two failures don't make a success
#ToriesOut226 
#ToryCr…"
1598,"RT @julianHjessop: FYI, two reasons for the current shortage of some out-of-season fruit &amp; veg:

1. bad weather in southern Europe and Nort…"
1599,RT @EtonOldBoys: This is the only Veg in Dorset thanks to #Brexit https://t.co/4d2WsthpDE
1600,"@DMcWilliams_UK @julianHjessop No #Brexit is good for climate, a real #Brexit benefit, as #britain trade less and p… https://t.co/ajUs7n6hY8"
1601,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1602,"RT @Greekboy8: I find this scandal more worthy of airtime on #PoliticsLive than the disaster #Brexit is

#NHS privatisation drive linked to…"
1603,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
1604,"RT @djmikewheeler: Sainsburys this evening. 
Thanks #Brexit 
You tw*ts voted for this. 
Get the Tories out of our government now! https://t…"
1605,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1606,RT @ChillaxBcn: Oh dear German carnival #Brexit
1607,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1608,#ukpolitics #torybritain #GTTO #Brexit #BrexitDisaster #ToryShambles #projectreality #nastyparty #ToryCorruption… https://t.co/6BkKh1qpM5
1609,"RT @JackHen16271194: Remember just because the British media aren't reporting on EU corruption doesn't mean it isn't happening.
#Brexit 
#E…"
1610,"RT @Palayo: @Keir_Starmer The change is #Brexit.

Scotland wants Independence
Scotland wants the EU.

Labour want Westminster power. https:…"
1611,"RT @MarkTodd_pol: Benefits of Tory Hard #Brexit so far:
1) 4% loss in GDP worth £130billion a year
2) £50 billion a year loss in tax revenu…"
1612,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1613,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1614,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1615,"Is ""poor weather"" another name for #Brexit? @BBCNews must think we are all thick.  https://t.co/cgAI9XTUgB"
1616,"BBC doesn’t mention #Brexit at all! 

https://t.co/UoCx477weN"
1617,RT @vanmaneuro: If you want to find endless fresh food with  multiple choices of each product I highly recommend a trip to … the European m…
1618,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1619,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1620,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1621,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
1622,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1623,#Brexit in a tweet! https://t.co/ewFGpihw0P
1624,"“Intransigence is the natural reflex of those who fear being outflanked or betrayed…

Those who are most reluctant… https://t.co/3us0eJ7kB0"
1625,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1626,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
1627,"RT @watch_union: Der #Brexit ist noch nicht vorbei und es wird immer noch über Nordische gestritten.

Die DUP und die Brexiteers sägen desw…"
1628,"And it did - #Brexit gave an appalling legitimacy to the xenophobic and racist halfwits in this country. 
I despise… https://t.co/sTVsQr0ZXO"
1629,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
1630,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1631,"RT @Colin_CWilliams: Brexit will never work. Here’s my solution
 
#FBPE #RejoinEU #Brexit #BrexitBrokeBritain #BrexitShambles #BrexitBritai…"
1632,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1633,"RT @zeitgeisterman: Seeing how well the Tories have governed us these past 13 years &amp; how well #Brexit has gone, with virtually all the pro…"
1634,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1635,"RT @ron_dickinson: Baillie really is a piece of work

She supports #Trident, #Austerity, #Brexit &amp; blocking #ScottishDemocracy

Owes MSP co…"
1636,"What a time to be alive. 

#brexit #tories #russia #China #ccp肉 #NorthKorea #iran #ww3 #ClimateEmergency https://t.co/D53fISkggA"
1637,"@georgebernhard Nah, it's performative now. Big bad Europe is the enemy. And there must be an enemy. Because otherw… https://t.co/mvAStK64S0"
1638,@SholaMos1 Brexit was NOT a withdrawal from the European Human Rights court. Totally different. This blatantly show… https://t.co/HuiNb1CTll
1639,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1640,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1641,"FFS - look at what the unleashing of Farrage, Trumpism, Boris - #Brexit and the post truth era did!

England’s poli… https://t.co/kHnKLGhev4"
1642,"RT @watch_union: Der #Brexit ist noch nicht vorbei und es wird immer noch über Nordische gestritten.

Die DUP und die Brexiteers sägen desw…"
1643,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1644,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1645,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1646,"@ollieD68 South West London 20/02/2023 @ 19:20... no fresh vegetables .. 

That means more junk food which means we… https://t.co/UbfkxRu4Zj"
1647,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1648,"RT @MrMickNL: I've just been to our local Albert Heijn supermarket, the beef tomatoes &amp; golden kiwis seem popular. 🇳🇱🇪🇺 It's not supply iss…"
1649,"RT @Jon_Danzig: 𝗪𝗘 𝗪𝗔𝗡𝗧 𝗢𝗨𝗥 𝗖𝗢𝗡𝗧𝗜𝗡𝗘𝗡𝗧 𝗕𝗔𝗖𝗞 - 𝟮-𝗺𝗶𝗻 𝘃𝗶𝗱𝗲𝗼

If the electorate agrees, we can undo #Brexit and get back together with our alli…"
1650,"Russian Korshun combat vehicles have arrived in SMO.

#Russia #Ukrainian #Putin #Germany #Bucharest #Zelensky… https://t.co/aU3dXrydaf"
1651,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1652,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1653,"RT @EmbajadaAbierta: 🇬🇧El proceso del #Brexit ha sido conducido exclusivamente desde 2010 por gobiernos conservadores: David Cameron, quien…"
1654,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1655,"RT @Penyrheolgerrig: Tesco and Sainsbury’s shoppers in London find shelves empty as supermarkets explain why there are no tomatoes, cucumbe…"
1656,"RT @julianHjessop: FYI, two reasons for the current shortage of some out-of-season fruit &amp; veg:

1. bad weather in southern Europe and Nort…"
1657,RT @sallybell08: The only place @BorisJohnson should be is in prison. His biggest lie #Brexit has destroyed this country. The lives cost du…
1658,#Brexit daily #BrexitNews day 7️⃣7️⃣9️⃣ #BrexitReality #Brexitdeal  #NorthernIreland  #NIProtocoll #supplychain… https://t.co/hbcYNTV9Oy
1659,Fabulous choice #Brexit https://t.co/QtvLLpV2k7
1660,"RT @nisarmir21: Can't believe going to say this 😬 but wannabe Harry Potter .@George_Osborne is right.
#BorisJohnson *does not give a 💩 abou…"
1661,RT @ChillaxBcn: Oh dear German carnival #Brexit
1662,"RT @BrexitRage: Empty shelves 

#Brexit https://t.co/UvxEIj72qj"
1663,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1664,#TorySleaze #ToryCorruption #Brexit #ToryBrexitDisaster #ToryCriminals #BrexitBritain @Conservatives #BrexitLies… https://t.co/t2ykYiCdPy
1665,"RT @r_o_y_g_b_i_v: @JaneCanan @daneydemaniac @stfcphil Not the only difference

Lab did well un 2017 bcs so many Remainers lent their votes…"
1666,#Brexit: UK and Ireland discuss travel permit changes https://t.co/oaVUl2MD4L
1667,#TorySleaze #ToryCorruption #Brexit #ToryBrexitDisaster #ToryCriminals #BrexitBritain @Conservatives #BrexitLies… https://t.co/Bgnw1t3R8O
1668,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1669,#TorySleaze #ToryCorruption #Brexit #ToryBrexitDisaster #ToryCriminals #BrexitBritain @Conservatives #BrexitLies… https://t.co/Mx6PvJibrL
1670,RT @r_o_y_g_b_i_v: Tory shills –  especially @bbclaurak – are just soooooo tiresome with their obstinate refusal to acknowledge reality and…
1671,"https://t.co/YbP4Fn8Loa #RejoinEU #Sunak #EUCO

""#Brexit means UK regulators can write their own regulations

But L… https://t.co/Ty5ptOHPAF"
1672,"RT @Brown666W: As I said, this is getting ugly….and dangerous. #Brexit #BritishNationalism"
1673,"RT @SJ_Powell: If @RishiSunak don’t shape up and stand up to the Brussels bully boys the 1922 letter box will be receiving mail.
#brexit ne…"
1674,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1675,"@RonFilipkowski Yeah, cause #Brexit is working so well 🤣🤣🤣"
1676,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1677,@whatbutlersaw for YOU salad crisis in #Brexit UK has as only explanation bad weather &amp; energy crisis in southern E… https://t.co/kuYWSHzSyC
1678,RT @GabeFin: Speculation abounds that #Sunak faced with #BorisTheLiar attempting a comeback on the Orange card (DUP) and their looney #Brex…
1679,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1680,"RT @cookiris14: Next time when you want fresh produce
Just remember you had it all

Until

These Cons Fools came up with this brilliant ide…"
1681,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1682,"RT @julianHjessop: FYI, two reasons for the current shortage of some out-of-season fruit &amp; veg:

1. bad weather in southern Europe and Nort…"
1683,RT @MrJohnNicolson: Challenged by @StephenFlynnSNP the Tory MP on #bbclaurak struggles to name a single benefit of #Brexit All she can offe…
1684,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1685,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1686,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1687,"RT @jakkibak: Hurra #Brexit
What was that about 'less red tape'?

#BrexitReality #BrexitBritain"
1688,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1689,@WalshFreedom Hello #Brexit
1690,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1691,"RT @Jon_Danzig: 𝗪𝗘 𝗪𝗔𝗡𝗧 𝗢𝗨𝗥 𝗖𝗢𝗡𝗧𝗜𝗡𝗘𝗡𝗧 𝗕𝗔𝗖𝗞 - 𝟮-𝗺𝗶𝗻 𝘃𝗶𝗱𝗲𝗼

If the electorate agrees, we can undo #Brexit and get back together with our alli…"
1692,"RT @julianHjessop: FYI, two reasons for the current shortage of some out-of-season fruit &amp; veg:

1. bad weather in southern Europe and Nort…"
1693,"RT @sergesethi: Monday afternoon is when we do our weekly shop.

At Tesco’s &amp; Sainsbury’s little or no salad but definitely no tomatoes.

#…"
1694,"@BaronOfBicester We can get fresh produce from Costa Rica, Fiji and the Windward Isles, but we can’t get tomatoes a… https://t.co/GCN9RNOBdm"
1695,#Brexit going well then 👍😄 https://t.co/iNDKprxWVh
1696,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1697,"@MittensOff 🤣 The people of #Stoke got huge benefits from the #EU and £Hundreds of Millions for development, then t… https://t.co/iGpMCiPe31"
1698,RT @ChillaxBcn: Oh dear German carnival #Brexit
1699,"@marionmain3 @theSNP @LibDems Some choose to forget #KeirStarmer: ""I voted Remain last time, and I'd vote Remain ag… https://t.co/N6baUEgaik"
1700,"RT @gildedcage66: What do you believe was the MAIN REASON some people (or yourself) voted for #Brexit?

Please retweet and comment others (…"
1701,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1702,"RT @Facts4euOrg: A good example of how BBC’s pro-EU, globalist Rejoiner ‘journalism’ is now beyond a joke – a Facts4EU demolition of a BBC…"
1703,#brexit UK is officially a 3rd world country.   Couldn’t believe my eyes today! https://t.co/58flFH07n7
1704,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1705,"@TR01i01i @JoelBaccas @BenedictGarrett @Iromg Baccas where did that little clog wearing fuck Tielens go?

He was mo… https://t.co/YFf7FloDy2"
1706,"RT @cookiris14: Next time when you want fresh produce
Just remember you had it all

Until

These Cons Fools came up with this brilliant ide…"
1707,"RT @cookiris14: Next time when you want fresh produce
Just remember you had it all

Until

These Cons Fools came up with this brilliant ide…"
1708,"RT @ChannelUK1: 🇬🇧 Despite all the putinesque Remainer lies,  Post-Brexit/Britain’s exports to the EU are hitting all time highs. 

#Brexit…"
1709,RT @RobTayl11664010: The kingdom of #Brexit was built out of lies and those that are left supporting it are fanatics.
1710,"RT @OperaSocialist: Can you feed a family of four with all this sovereignty?

#Brexit https://t.co/1y8FDC5Nrs"
1711,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1712,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1713,RT @GabeFin: Speculation abounds that #Sunak faced with #BorisTheLiar attempting a comeback on the Orange card (DUP) and their looney #Brex…
